date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,cereals and tubers,Wheat flour,KG,actual,Retail,INR,30.0,0.4864
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,milk and dairy,Milk,L,actual,Retail,INR,38.0,0.6161
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,38.0,0.6161
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,16.0,0.2594
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,miscellaneous food,Sugar,100 KG,actual,Wholesale,INR,3035.79,49.2184
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,miscellaneous food,Sugar,KG,actual,Retail,INR,35.85,0.5812
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,miscellaneous food,Tea (black),KG,actual,Retail,INR,233.0,3.7776
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,oil and fats,Oil (groundnut),KG,actual,Retail,INR,134.54,2.1813
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,oil and fats,Oil (mustard),KG,actual,Retail,INR,99.23,1.6088
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,oil and fats,Oil (palm),KG,actual,Retail,INR,65.77,1.0663
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,oil and fats,Oil (sunflower),KG,actual,Retail,INR,90.0,1.4591
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,pulses and nuts,Chickpeas,KG,actual,Retail,INR,60.42,0.9796
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,pulses and nuts,Lentils,KG,actual,Retail,INR,57.85,0.9379
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,61.08,0.9903
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,vegetables and fruits,Onions,KG,actual,Retail,INR,48.77,0.7907
2013-12-15,Maharashtra,Mumbai city,Mumbai,18.975,72.825833,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,34.85,0.565
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,cereals and tubers,Potatoes,KG,actual,Retail,INR,15.0,0.2432
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,cereals and tubers,Rice,KG,actual,Retail,INR,21.0,0.3405
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,cereals and tubers,Wheat,KG,actual,Retail,INR,25.5,0.4134
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,cereals and tubers,Wheat flour,KG,actual,Retail,INR,24.0,0.3891
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,16.5,0.2675
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,miscellaneous food,Sugar,KG,actual,Retail,INR,39.0,0.6323
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,miscellaneous food,Tea (black),KG,actual,Retail,INR,200.0,3.2425
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,oil and fats,Oil (groundnut),KG,actual,Retail,INR,105.0,1.7023
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,oil and fats,Oil (mustard),KG,actual,Retail,INR,97.0,1.5726
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,oil and fats,Oil (palm),KG,actual,Retail,INR,96.0,1.5564
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,pulses and nuts,Lentils,KG,actual,Retail,INR,50.0,0.8106
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,61.0,0.989
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,vegetables and fruits,Onions,KG,actual,Retail,INR,60.0,0.9728
2013-12-15,Meghalaya,East Khasi Hills,Shillong,25.575556,91.873056,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,30.5,0.4945
2013-12-15,Mizoram,Aizawl,Aizawl,23.72,92.71,cereals and tubers,Potatoes,KG,actual,Retail,INR,30.0,0.4864
2013-12-15,Mizoram,Aizawl,Aizawl,23.72,92.71,cereals and tubers,Wheat flour,KG,actual,Retail,INR,27.0,0.4377
2013-12-15,Mizoram,Aizawl,Aizawl,23.72,92.71,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,20.0,0.3243
2013-12-15,Mizoram,Aizawl,Aizawl,23.72,92.71,miscellaneous food,Sugar,KG,actual,Retail,INR,45.0,0.7296
2013-12-15,Mizoram,Aizawl,Aizawl,23.72,92.71,miscellaneous food,Tea (black),KG,actual,Retail,INR,320.0,5.1881
2013-12-15,Mizoram,Aizawl,Aizawl,23.72,92.71,oil and fats,Oil (groundnut),KG,actual,Retail,INR,135.0,2.1887
2013-12-15,Mizoram,Aizawl,Aizawl,23.72,92.71,oil and fats,Oil (mustard),KG,actual,Retail,INR,135.0,2.1887
2013-12-15,Mizoram,Aizawl,Aizawl,23.72,92.71,oil and fats,Oil (sunflower),KG,actual,Retail,INR,108.22,1.7545
2013-12-15,Mizoram,Aizawl,Aizawl,23.72,92.71,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,70.0,1.1349
2013-12-15,Mizoram,Aizawl,Aizawl,23.72,92.71,vegetables and fruits,Onions,KG,actual,Retail,INR,77.78,1.261
2013-12-15,Mizoram,Aizawl,Aizawl,23.72,92.71,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,70.0,1.1349
2013-12-15,Nagaland,Dimapur,Dimapur,25.9,93.733333,cereals and tubers,Potatoes,KG,actual,Retail,INR,31.43,0.5096
2013-12-15,Nagaland,Dimapur,Dimapur,25.9,93.733333,cereals and tubers,Rice,KG,actual,Retail,INR,24.0,0.3891
2013-12-15,Nagaland,Dimapur,Dimapur,25.9,93.733333,cereals and tubers,Wheat,KG,actual,Retail,INR,16.0,0.2594
2013-12-15,Nagaland,Dimapur,Dimapur,25.9,93.733333,cereals and tubers,Wheat flour,KG,actual,Retail,INR,20.0,0.3243
2013-12-15,Nagaland,Dimapur,Dimapur,25.9,93.733333,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,10.0,0.1621
2013-12-15,Nagaland,Dimapur,Dimapur,25.9,93.733333,miscellaneous food,Sugar,KG,actual,Retail,INR,40.0,0.6485
2013-12-15,Nagaland,Dimapur,Dimapur,25.9,93.733333,miscellaneous food,Tea (black),KG,actual,Retail,INR,180.0,2.9183
2013-12-15,Nagaland,Dimapur,Dimapur,25.9,93.733333,oil and fats,Oil (groundnut),KG,actual,Retail,INR,90.0,1.4591
2013-12-15,Nagaland,Dimapur,Dimapur,25.9,93.733333,oil and fats,Oil (mustard),KG,actual,Retail,INR,93.0,1.5078
2013-12-15,Nagaland,Dimapur,Dimapur,25.9,93.733333,pulses and nuts,Lentils,KG,actual,Retail,INR,55.0,0.8917
2013-12-15,Nagaland,Dimapur,Dimapur,25.9,93.733333,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,65.0,1.0538
2013-12-15,Nagaland,Dimapur,Dimapur,25.9,93.733333,vegetables and fruits,Onions,KG,actual,Retail,INR,65.71,1.0653
2013-12-15,Nagaland,Dimapur,Dimapur,25.9,93.733333,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,48.57,0.7875
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,cereals and tubers,Potatoes,KG,actual,Retail,INR,16.5,0.2675
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,cereals and tubers,Rice,KG,actual,Retail,INR,24.07,0.3902
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,cereals and tubers,Wheat flour,KG,actual,Retail,INR,22.07,0.3578
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,28.0,0.454
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,16.0,0.2594
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,miscellaneous food,Sugar,KG,actual,Retail,INR,34.0,0.5512
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,miscellaneous food,Tea (black),KG,actual,Retail,INR,160.0,2.594
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,oil and fats,Oil (mustard),KG,actual,Retail,INR,92.14,1.4938
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,oil and fats,Oil (palm),KG,actual,Retail,INR,74.21,1.2031
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,oil and fats,Oil (sunflower),KG,actual,Retail,INR,97.0,1.5726
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,pulses and nuts,Lentils,KG,actual,Retail,INR,47.29,0.7667
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,55.64,0.9021
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,vegetables and fruits,Onions,KG,actual,Retail,INR,28.93,0.469
2013-12-15,Orissa,Cuttack,Cuttack,20.5,85.833333,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,29.64,0.4805
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,cereals and tubers,Potatoes,KG,actual,Retail,INR,16.07,0.2605
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,cereals and tubers,Rice,KG,actual,Retail,INR,24.0,0.3891
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,cereals and tubers,Wheat flour,KG,actual,Retail,INR,22.21,0.3601
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,28.0,0.454
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,16.0,0.2594
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,miscellaneous food,Sugar,KG,actual,Retail,INR,33.0,0.535
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,miscellaneous food,Tea (black),KG,actual,Retail,INR,150.0,2.4319
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,oil and fats,Oil (mustard),KG,actual,Retail,INR,91.57,1.4846
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,oil and fats,Oil (palm),KG,actual,Retail,INR,74.43,1.2067
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,oil and fats,Oil (sunflower),KG,actual,Retail,INR,92.86,1.5055
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,pulses and nuts,Lentils,KG,actual,Retail,INR,44.5,0.7215
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,55.29,0.8964
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,vegetables and fruits,Onions,KG,actual,Retail,INR,26.71,0.433
2013-12-15,Orissa,Khordha,Bhubaneshwar,20.233333,85.833333,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,26.43,0.4285
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,cereals and tubers,Potatoes,KG,actual,Retail,INR,17.14,0.2779
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,cereals and tubers,Rice,KG,actual,Retail,INR,23.0,0.3729
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,cereals and tubers,Wheat flour,KG,actual,Retail,INR,23.0,0.3729
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,28.0,0.454
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,16.0,0.2594
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,miscellaneous food,Sugar,KG,actual,Retail,INR,34.0,0.5512
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,miscellaneous food,Tea (black),KG,actual,Retail,INR,150.0,2.4319
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,oil and fats,Oil (mustard),KG,actual,Retail,INR,91.93,1.4904
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,oil and fats,Oil (palm),KG,actual,Retail,INR,74.79,1.2125
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,oil and fats,Oil (sunflower),KG,actual,Retail,INR,101.0,1.6375
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,pulses and nuts,Lentils,KG,actual,Retail,INR,41.71,0.6762
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,52.71,0.8546
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,vegetables and fruits,Onions,KG,actual,Retail,INR,25.29,0.41
2013-12-15,Orissa,Sambalpur,Sambalpur,21.45,83.966667,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,20.71,0.3358
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,cereals and tubers,Potatoes,KG,actual,Retail,INR,29.69,0.4814
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,cereals and tubers,Rice,KG,actual,Retail,INR,28.0,0.454
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,cereals and tubers,Wheat,KG,actual,Retail,INR,29.0,0.4702
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,cereals and tubers,Wheat flour,KG,actual,Retail,INR,30.0,0.4864
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,29.0,0.4702
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,15.46,0.2506
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,miscellaneous food,Sugar,KG,actual,Retail,INR,32.0,0.5188
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,miscellaneous food,Tea (black),KG,actual,Retail,INR,230.0,3.7289
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,oil and fats,Oil (groundnut),KG,actual,Retail,INR,107.31,1.7398
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,oil and fats,Oil (mustard),KG,actual,Retail,INR,119.0,1.9293
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,oil and fats,Oil (palm),KG,actual,Retail,INR,66.92,1.085
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,oil and fats,Oil (sunflower),KG,actual,Retail,INR,84.0,1.3619
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,pulses and nuts,Lentils,KG,actual,Retail,INR,53.85,0.8731
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,55.0,0.8917
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,vegetables and fruits,Onions,KG,actual,Retail,INR,27.85,0.4515
2013-12-15,Puducherry,Puducherry,Puducherry,11.92,79.73,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,16.77,0.2719
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,cereals and tubers,Potatoes,KG,actual,Retail,INR,23.0,0.3729
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,cereals and tubers,Rice,KG,actual,Retail,INR,35.0,0.5674
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,cereals and tubers,Wheat,KG,actual,Retail,INR,18.36,0.2977
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,cereals and tubers,Wheat flour,KG,actual,Retail,INR,20.36,0.3301
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,38.0,0.6161
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,19.0,0.308
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,miscellaneous food,Sugar,KG,actual,Retail,INR,38.0,0.6161
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,miscellaneous food,Tea (black),KG,actual,Retail,INR,237.0,3.8424
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,oil and fats,Oil (groundnut),KG,actual,Retail,INR,144.43,2.3416
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,oil and fats,Oil (mustard),KG,actual,Retail,INR,91.0,1.4754
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,oil and fats,Oil (sunflower),KG,actual,Retail,INR,97.0,1.5726
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,pulses and nuts,Lentils,KG,actual,Retail,INR,44.0,0.7134
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,60.0,0.9728
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,vegetables and fruits,Onions,KG,actual,Retail,INR,31.5,0.5107
2013-12-15,Punjab,Amritsar,Amritsar,31.633056,74.865556,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,54.0,0.8755
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,cereals and tubers,Potatoes,KG,actual,Retail,INR,15.67,0.2541
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,cereals and tubers,Rice,KG,actual,Retail,INR,34.33,0.5566
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,cereals and tubers,Wheat,KG,actual,Retail,INR,17.67,0.2865
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,cereals and tubers,Wheat flour,KG,actual,Retail,INR,19.67,0.3189
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,36.0,0.5837
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,16.0,0.2594
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,miscellaneous food,Sugar,KG,actual,Retail,INR,37.0,0.5999
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,miscellaneous food,Tea (black),KG,actual,Retail,INR,210.0,3.4047
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,oil and fats,Oil (groundnut),KG,actual,Retail,INR,144.0,2.3346
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,oil and fats,Oil (mustard),KG,actual,Retail,INR,103.67,1.6808
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,oil and fats,Oil (sunflower),KG,actual,Retail,INR,113.0,1.832
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,pulses and nuts,Lentils,KG,actual,Retail,INR,46.67,0.7566
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,64.0,1.0376
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,vegetables and fruits,Onions,KG,actual,Retail,INR,28.67,0.4648
2013-12-15,Punjab,Bathinda,Bathinda,30.2,74.95,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,42.67,0.6918
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,cereals and tubers,Potatoes,KG,actual,Retail,INR,19.44,0.3152
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,cereals and tubers,Rice,KG,actual,Retail,INR,23.0,0.3729
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,cereals and tubers,Wheat,KG,actual,Retail,INR,15.0,0.2432
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,cereals and tubers,Wheat flour,KG,actual,Retail,INR,17.0,0.2756
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,35.0,0.5674
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,14.0,0.227
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,miscellaneous food,Sugar,KG,actual,Retail,INR,34.0,0.5512
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,miscellaneous food,Tea (black),KG,actual,Retail,INR,170.0,2.7562
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,oil and fats,Oil (groundnut),KG,actual,Retail,INR,120.0,1.9455
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,oil and fats,Oil (mustard),KG,actual,Retail,INR,100.0,1.6213
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,oil and fats,Oil (palm),KG,actual,Retail,INR,65.2,1.0571
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,oil and fats,Oil (sunflower),KG,actual,Retail,INR,120.0,1.9455
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,pulses and nuts,Lentils,KG,actual,Retail,INR,70.0,1.1349
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,77.2,1.2516
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,vegetables and fruits,Onions,KG,actual,Retail,INR,38.33,0.6214
2013-12-15,Punjab,Ludhiana,Ludhiana,30.9,75.85,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,36.67,0.5945
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,cereals and tubers,Potatoes,KG,actual,Retail,INR,17.29,0.2803
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,cereals and tubers,Rice,KG,actual,Retail,INR,24.0,0.3891
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,cereals and tubers,Wheat,KG,actual,Retail,INR,18.0,0.2918
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,cereals and tubers,Wheat flour,KG,actual,Retail,INR,19.0,0.308
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,30.0,0.4864
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,14.0,0.227
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,miscellaneous food,Sugar,KG,actual,Retail,INR,33.0,0.535
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,miscellaneous food,Tea (black),KG,actual,Retail,INR,150.0,2.4319
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,oil and fats,Oil (groundnut),KG,actual,Retail,INR,108.93,1.7661
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,oil and fats,Oil (mustard),KG,actual,Retail,INR,77.0,1.2484
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,oil and fats,Oil (sunflower),KG,actual,Retail,INR,96.0,1.5564
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,pulses and nuts,Lentils,KG,actual,Retail,INR,38.0,0.6161
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,pulses and nuts,Lentils (masur),KG,actual,Retail,INR,53.0,0.8593
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,vegetables and fruits,Onions,KG,actual,Retail,INR,21.43,0.3474
2013-12-15,Rajasthan,Bikaner,Jaipur,28.883333,74.066667,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,30.71,0.4979
2013-12-15,Rajasthan,Jodhpur,Jodhpur,26.286667,73.03,cereals and tubers,Potatoes,KG,actual,Retail,INR,20.0,0.3243
2013-12-15,Rajasthan,Jodhpur,Jodhpur,26.286667,73.03,cereals and tubers,Rice,KG,actual,Retail,INR,43.64,0.7075
2013-12-15,Rajasthan,Jodhpur,Jodhpur,26.286667,73.03,cereals and tubers,Wheat,KG,actual,Retail,INR,17.43,0.2826
2013-12-15,Rajasthan,Jodhpur,Jodhpur,26.286667,73.03,cereals and tubers,Wheat flour,KG,actual,Retail,INR,19.0,0.308
2013-12-15,Rajasthan,Jodhpur,Jodhpur,26.286667,73.03,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,41.79,0.6775
2013-12-15,Rajasthan,Jodhpur,Jodhpur,26.286667,73.03,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,16.0,0.2594
2013-12-15,Rajasthan,Jodhpur,Jodhpur,26.286667,73.03,miscellaneous food,Sugar,KG,actual,Retail,INR,31.0,0.5026
2013-12-15,Rajasthan,Jodhpur,Jodhpur,26.286667,73.03,miscellaneous food,Tea (black),KG,actual,Retail,INR,244.79,3.9687
2013-12-15,Rajasthan,Jodhpur,Jodhpur,26.286667,73.03,oil and fats,Oil (groundnut),KG,actual,Retail,INR,97.43,1.5796
2013-12-15,Rajasthan,Jodhpur,Jodhpur,26.286667,73.03,oil and fats,Oil (mustard),KG,actual,Retail,INR,97.36,1.5785
2013-12-15,Rajasthan,Jodhpur,Jodhpur,26.286667,73.03,pulses and nuts,Lentils,KG,actual,Retail,INR,35.93,0.5825
2013-12-15,Rajasthan,Jodhpur,Jodhpur,26.286667,73.03,vegetables and fruits,Onions,KG,actual,Retail,INR,40.0,0.6485
2013-12-15,Rajasthan,Jodhpur,Jodhpur,26.286667,73.03,vegetables and fruits,Tomatoes,KG,actual,Retail,INR,40.0,0.6485
2013-12-15,Rajasthan,Kota,Kota,25.183333,75.833333,cereals and tubers,Potatoes,KG,actual,Retail,INR,18.31,0.2969
2013-12-15,Rajasthan,Kota,Kota,25.183333,75.833333,cereals and tubers,Rice,KG,actual,Retail,INR,27.0,0.4377
2013-12-15,Rajasthan,Kota,Kota,25.183333,75.833333,cereals and tubers,Wheat,KG,actual,Retail,INR,15.0,0.2432
2013-12-15,Rajasthan,Kota,Kota,25.183333,75.833333,cereals and tubers,Wheat flour,KG,actual,Retail,INR,18.0,0.2918
2013-12-15,Rajasthan,Kota,Kota,25.183333,75.833333,milk and dairy,Milk (pasteurized),L,actual,Retail,INR,28.0,0.454
2013-12-15,Rajasthan,Kota,Kota,25.183333,75.833333,miscellaneous food,Salt (iodised),KG,actual,Retail,INR,7.0,0.1135
2013-12-15,Rajasthan,Kota,Kota,25.183333,75.833333,miscellaneous food,Sugar,KG,actual,Retail,INR,34.0,0.5512
2013-12-15,Rajasthan,Kota,Kota,25.183333,75.833333,miscellaneous food,Tea (black),KG,actual,Retail,INR,200.0,3.2425
2013-12-15,Rajasthan,Kota,Kota,25.183333,75.833333,oil and fats,Oil (groundnut),KG,actual,Retail,INR,126.0,2.0428
